Assignment,Organization Name
0,AUVITRAN
0,4G Systems GmbH & Co. KG
000E4F,Trajet GmbH
0,Lipman TransAction Solutions
0,G-Tek Electronics Sdn. Bhd.
0,"NexGen City, LP"
000E3B,"Hawking Technologies, Inc."
000E2F,Roche Diagnostics GmbH
000DFB,Komax AG
000DE9,Napatech Aps
000DEE,Andrew RF Power Amplifier Group
000DE2,CMZ Sistemi Elettronici
000DDC,VAC
000DD6,ITI    LTD
000DDB,AIRWAVE TECHNOLOGIES INC.
000DCA,Tait Electronics
000DCF,Cidra Corp.
0,Dynamic Ratings P/L
0,Private
0,MTU Friedrichshafen GmbH
0,Tadlys LTD
000E1C,Hach Company
000E0D,Hesch Schröder GmbH
0,"C-guys, Inc."
000DF5,Teletronics International Inc.
000DFC,ITFOR Inc.
0,ASIP Technologies Inc.
000CF0,M & N GmbH
000CF5,InfoExpress
000CE0,Trek Diagnostics Inc.
000CE4,"NeuroCom International, Inc."
000CE9,BLOOMBERG L.P.
000CCE,"Cisco Systems, Inc"
000CD4,Positron Public Safety Systems inc.
000CCD,IEC - TC57
000D15,Voipac s.r.o.
000D16,UHS Systems Pty Ltd
000D1B,"Kyoto Electronics Manufacturing Co., Ltd."
000D0F,Finlux Ltd
000D03,"Matrics, Inc."
000D08,"AboveCable, Inc."
000CFC,S2io Technologies Corp
000CF6,Sitecom Europe BV
000DA3,Emerging Technologies Limited
000D9C,Elan GmbH & Co KG
000D96,Vtera Technology Inc.
000D95,"Opti-cell, Inc."
000D90,Factum Electronics AB
000D89,Bils Technology Inc
000D80,Online Development Inc
000DC9,THALES Elektronik Systeme GmbH
000DC3,"First Communication, Inc."
000DBC,"Cisco Systems, Inc"
000DB7,"SANKO ELECTRIC CO,.LTD"
000DB0,"Olym-tech Co.,Ltd."
000DA8,Teletronics Technology Corporation
000D41,Siemens AG ICM MP UC RD IT KLF1
000D3A,Microsoft Corp.
000D35,PAC International Ltd
000D2E,Matsushita Avionics Systems Corporation
000D28,"Cisco Systems, Inc"
000D22,Unitronics LTD
000D27,MICROPLEX Printware AG
000C21,"Faculty of Science and Technology, Keio University"
000C11,"NIPPON DEMPA CO.,LTD."
000C10,PNI Corporation
000C12,Micro-Optronic-Messtechnik GmbH
000C17,AJA Video Systems Inc
000C04,Tecnova
000C0B,Broadbus Technologies
000BF8,Infinera
000BFF,Berkeley Camera Engineering
000BEC,"NIPPON ELECTRIC INSTRUMENT, INC."
000BB8,Kihoku Electronic Co.
000BBD,Connexionz Limited
000BAD,PC-PoS Inc.
000BA0,T&L Information Inc.
000BA7,Maranti Networks
000BAC,3Com Ltd
000B93,Ritter Elektronik
000B98,NiceTechVision
000B9B,"Sirius System Co, Ltd."
000B8C,Flextronics
000BF1,LAP Laser Applikations
000BDF,Shenzhen RouterD Networks Limited
000BDE,TELDIX GmbH
000BE0,SercoNet Ltd.
000BE5,HIMS International Corporation
000BD9,General Hydrogen
000BAE,Vitals System Inc.
000BD0,XiMeta Technology Americas Inc.
000BD5,"Nvergence, Inc."
000BC4,BIOTRONIK GmbH & Co
000BC9,Electroline Equipment
000BB1,"Super Star Technology Co., Ltd."
000BB6,Metalligence Technology Corp.
000B79,"X-COM, Inc."
000B80,Lycium Networks
000B87,American Reliance Inc.
000B6D,SOLECTRON JAPAN NAKANIIDA
000B74,"Kingwave Technology Co., Ltd."
000B67,Topview Technology Corporation
000B61,Friedrich Lütze GmbH & Co. KG
000B66,Teralink Communications
000B68,Addvalue Communications Pte Ltd
000B58,Astronautics C.A  LTD
000B50,Oxygnet
000B44,Concord IDea Corp.
000B49,RF-Link System Inc.
000B4B,VISIOWAVE SA
000B31,"Yantai ZhiYang Scientific and technology industry CO., LTD"
000B3D,CONTAL OK Ltd.
000B38,Knürr GmbH
000B2A,"HOWTEL Co., Ltd."
000B2C,Eiki Industrial Co. Ltd.
000C97,NV ADB TTV Technologies SA
000C9C,Chongho information & communications
000C9E,MemoryLink Corp.
000C89,"AC Electric Vehicles, Ltd."
000C8B,Connect Tech Inc
000C90,Octasic Inc.
000C84,"Eazix, Inc."
000C75,Oriental integrated electronics. LTD
000C77,Life Racing Ltd
000C7C,Internet Information Image Inc.
000C43,"Ralink Technology, Corp."
000C45,Animation Technologies Inc.
000C3C,"MediaChorus, Inc."
000C32,Avionic Design Development GmbH
000C35,KaVo Dental GmbH & Co. KG
000C2B,"ELIAS Technology, Inc."
000C28,RIFATRON
000C1C,"MicroWeb Co., Ltd."
000C64,X2 MSA Group
000C69,National Radio Astronomy Observatory
000C70,ACC GmbH
000C51,Scientific Technologies Inc.
000C56,Megatel Computer (1986) Corp.
000C58,M&S Systems
000C5D,CHIC TECHNOLOGY (CHINA) CORP.
000C4A,Cygnus Microsystems (P) Limited
000CC8,"Xytronix Research & Design, Inc."
000CBB,ISKRAEMECO
000CB5,"Premier Technolgies, Inc"
000CBC,Iscutum
000CA3,"Rancho Technology, Inc."
000CAA,Cubic Transportation Systems Inc
000A38,Apani Networks
000A3F,Data East Corporation
000A44,Avery Dennison Deutschland GmbH
000A46,ARO WELDING TECHNOLOGIES SAS
000A33,Emulex Corporation
000A31,HCV Consulting
000A2C,Active Tchnology Corporation
4252,RLX Technologies
000A2A,QSI Systems Inc.
000A1E,Red-M Products Limited
000A23,Parama Networks Inc
000A17,"NESTAR COMMUNICATIONS, INC"
000A1C,"Bridge Information Co., Ltd."
000B19,"Vernier Networks, Inc."
000B1E,KAPPA opto-electronics GmbH
000B25,Aeluros
000B17,MKS Instruments
000B12,"NURI Telecom Co., Ltd."
000B0B,Corrent Corporation
000AFA,Traverse Technologies Australia
000AFF,Kilchherr Elektronik AG
000AF3,"Cisco Systems, Inc"
000AF8,American Telecare Inc.
000AEE,GCD Hard- & Software GmbH
000A06,Teledex LLC
000A09,"TaraCom Integrated Products, Inc."
000A0B,"Sealevel Systems, Inc."
000A10,FAST media integrations AG
0009F7,"SED, a division of Calian"
000A01,"SOHOware, Inc."
9000000000,"Cisco Systems, Inc"
0009F0,Shimizu Technology Inc.
0009EA,YEM Inc.
90000,K Tech Infosystem Inc.
0009D8,Fält Communications AB
0009DD,Mavin Technology Inc.
0009B1,"Kanematsu Electronics, Ltd."
0009A3,Leadfly Techologies Corp. Ltd.
0009AA,"Data Comm for Business, Inc."
0009A4,HARTEC Corporation
00099E,"Testech, Inc."
992,"InterEpoch Technology,INC."
991,"GE Fanuc Automation Manufacturing, Inc."
00098B,"Entropic Communications, Inc."
000AB0,LOYTEC electronics GmbH
000AB7,"Cisco Systems, Inc"
000AA4,"SHANGHAI SURVEILLANCE TECHNOLOGY CO,LTD"
000AA9,Brooks Automation GmbH
000A91,HemoCue AB
000A9D,King Young Technology Co. Ltd.
000A8C,Guardware Systems Ltd.
000A97,"SONICblue, Inc."
000A7D,"Valo, Inc."
000A84,"Rainsun Enterprise Co., Ltd."
000A89,"Creval Systems, Inc."
0009D7,DC Security Products
0009CA,iMaxNetworks(Shenzhen)Limited.
0009D1,SERANOA NETWORKS INC
0009C5,KINGENE Technology Corporation
0009BD,"Epygi Technologies, Ltd."
0009B6,"Cisco Systems, Inc"
00097F,Vsecure 2000 LTD.
984,MyCasa Network Inc.
971,"Time Management, Inc."
978,"AIJI System Co., Ltd."
972,"Securebase,Inc"
00096C,Imedia Semiconductor Corp.
965,"HyunJu Computer Co., Ltd."
960,YOZAN Inc.
956,"Network Systems Group, Ltd. (NSG)"
955,Young Generation International Corp.
000AE9,AirVast Technology Inc.
000ADB,"SkyPilot Network, Inc"
000ADD,Allworx Corp.
000AE2,"Binatone Electronics International, Ltd"
000ACA,"YOKOYAMA SHOKAI CO.,Ltd."
000ACF,PROVIDEO Multimedia Co. Ltd.
000AD6,BeamReach Networks
000ABC,Seabridge Ltd.
000ABE,"OPNET Technologies CO., LTD."
000AC3,"eM Technics Co., Ltd."
000A78,OLITEC
000A71,"Avrio Technologies, Inc"
000A76,"Beida Jade Bird Huaguang Technology Co.,Ltd"
000A63,DHD GmbH
000A65,"GentechMedia.co.,ltd."
000A6A,SVM Microwaves s.r.o.
000A5E,3COM Corporation
000A52,AsiaRF Ltd.
000A4B,"DataPower Technology, Inc."
00075A,"Air Products and Chemicals, Inc."
754,"Xyterra Computing, Inc."
00074E,IPFRONT Inc
00074D,Zebra Technologies Corp.
742,Ormazabal
748,The Imaging Source Europe
736,"Data Video Technologies Co., Ltd."
00073D,"Nanjing Postel Telecommunications Co., Ltd."
00073C,Telecom Design
00072A,Innovance Networks
00072F,"Intransa, Inc."
730,"Hutchison OPTEL Telecom Technology Co., Ltd."
725,Bematech International Corp.
818,"Pixelworks, Inc."
812,GM-2 Corporation
811,VOIX Corporation
00080B,Birka BPA Informationssystem AB
805,Techno-Holon Corporation
00080C,VDA Elettronica spa
0007FB,Giga Stream UMTS Technologies GmbH
0007F5,Bridgeco Co AG
700000000,EdgeWave
0007EF,Lockheed Martin Tactical Systems
700,"Bitworks, Inc."
0007D6,Commil Ltd.
0007DC,"Atek Co, Ltd."
923,"Heaman System Co., Ltd"
00091D,Proteam Computer Corporation
924,Telebau GmbH
911,"Cisco Systems, Inc"
916,"Listman Home Technologies, Inc."
00090A,"SnedFar Technology Co., Ltd."
904,MONDIAL electronic
903,"Panasas, Inc"
0008FE,"UNIK C&C Co.,Ltd."
0008FA,Karl E.Brinkmann GmbH
0008EE,Logic Product Development
0008F0,"Next Generation Systems, Inc."
948,"Vista Control Systems, Corp."
00094F,elmegt GmbH & Co. KG
943,"Cisco Systems, Inc"
00093C,Jacques Technologies P/L
936,Ipetronik GmbH & Co. KG
935,Sandvine Incorporated
929,Sanyo Industries (UK) Limited
930,AeroConcierge Inc.
8000000000,NextGig
0008DC,Wiznet
800,"Cisco Systems, Inc"
0008DB,Corrigent Systems
0008D6,HASSNET Inc.
0008CF,"Nippon Koei Power Systems Co., Ltd."
0008C0,ASA SYSTEMS
0008C5,"Liontech Co., Ltd."
0008CA,"TwinHan Technology Co.,Ltd"
0008BF,Aptus Elektronik AB
0008B3,Fastwel
0008B2,"SHENZHEN COMPASS TECHNOLOGY DEVELOPMENT CO.,LTD"
0008A6,"Multiware & Image Co., Ltd."
0008AD,"Toyo-Linx Co., Ltd."
00089A,Alcatel Microelectronics
0008A0,Stotz Feinmesstechnik GmbH
892,EM Solutions
896,"Printronix, Inc."
00088C,Quanta Network Systems Inc.
886,"Hansung Teliann, Inc."
873,DapTechnology B.V.
00087A,Wipotec GmbH
00087F,SPAUN electronic GmbH & Co. KG
02608C,3COM CORPORATION
0007D0,Automat Engenharia de Automação Ltda.
0007CD,"Kumoh Electronic Co, Ltd"
0007C7,Synectics Systems Limited
00047D,Pelco
00047E,Siqura B.V.
0007C1,"Overture Networks, Inc."
0007C0,NetZerver Inc.
0007AE,"Britestream Networks, Inc."
0007B4,"Cisco Systems, Inc"
00079A,Verint Systems Inc
0007A0,e-Watch Inc.
794,"Simple Devices, Inc."
793,Shin Satellite Public Company Limited
00078D,NetEngines Ltd.
00078E,Garz & Friche GmbH
781,Itron Inc.
787,"Idea System Co., Ltd."
777,Motah Ltd.
771,Embedded System Corporation
00075B,Gibson Guitars
760,TOMIS Information & Telecom Corp.
767,Yuxing Electronics Company Limited
879,CEM Corporation
00086C,Plasmon LMS
00086D,Missouri FreeNet
867,Uptime Devices
860,LodgeNet Entertainment Corp.
854,"Netronix, Inc."
00085A,IntiGate Inc.
00081E,Repeatit AB
00082B,"Wooksung Electronics, Inc."
824,Nuance Document Imaging
0005BA,"Area Netwoeks, Inc."
0005B9,"Airvana, Inc."
0005C0,"Digital Network Alacarte Co., Ltd."
599,DRS Test and Energy Management or DRS-TEM
0005A0,MOBILINE Kft.
0005A9,"Princeton Networks, Inc."
0005AA,Moore Industries International Inc.
0005AF,InnoScan Computing A/S
0005B3,"Asahi-Engineering Co., Ltd."
00059F,"Yotta Networks, Inc."
0005A6,Extron Electronics
0005B4,Aceex Corporation
00058D,"Lynx Photonic Networks, Inc."
587,"Locus, Incorporated"
593,Grammar Engine Inc.
586,Lucent Technologies
00057A,Overture Networks
00063C,Intrinsyc Software International Inc.
00062F,Pivotech Systems Inc.
636,Jedai Broadband Networks
635,"PacketAir Networks, Inc."
628,"Cisco Systems, Inc"
00061F,Vision Components GmbH
619,Connection Technology Systems
00060D,Wave7 Optics
613,Kawasaki Microelectronics Incorporated
00060E,"IGYS Systems, Inc."
0005EC,Mosaic Systems Inc.
0005D3,"eProduction Solutions, Inc."
608,At-Sky SAS
607,Omni Directional Control Technology Inc.
5000000,"Egenera, Inc."
580,FibroLAN Ltd.
576,NSM Technology Ltd.
570,Baydel Ltd.
00056A,Heuft Systemtechnik GmbH
563,"J-Works, Inc."
00055D,"D-LINK SYSTEMS, INC."
564,"Tsinghua Bitway Co., Ltd."
557,Agile TV Corporation
551,F & S Elektronik Systeme GmbH
00054B,Eaton Automation AG
00054A,"Ario Data Networks, Inc."
544,"Valley Technologies, Inc."
00053E,KID Systeme GmbH
531,"Cisco Systems, Inc"
538,"Merilus, Inc."
532,"Cisco Systems, Inc"
525,"Puretek Industrial Co., Ltd."
00052B,"HORIBA, Ltd."
00051F,"Taijin Media Co., Ltd."
519,"Siemens Building Technologies AG,"
518,Jupiters Technology
00050E,"3ware, Inc."
00050F,Tanaka S/S Ltd.
508,"Inetcam, Inc."
0004FE,Pelago Networks
671,Softing AG
672,Netezza
00067B,Toplink C&C Corporation
665,"Sunny Giken, Inc."
00066B,Sysmex Corporation
652,"Cisco Systems, Inc"
659,EAL (Apeldoorn) B.V.
658,Helmut Fischer GmbH Institut für Elektronik und Messtechnik
646,ShenZhen XunBao Network Technology Co Ltd
640,White Rock Networks
00064C,"Invicta Networks, Inc."
0006B5,"Source Photonics, Inc."
0006A8,"KC Technology, Inc."
00069E,"UNIQA, Inc."
698,egnite GmbH
692,"Intruvert Networks, Inc."
00068C,3COM CORPORATION
685,NetNearU Corporation
00068B,"AirRunner Technologies, Inc."
686,"ZARDCOM Co., Ltd."
00067F,"Digeo, Inc."
0006DE,Flash Technology
60000,Citel Technologies Ltd.
0006D1,"Tahoe Networks, Inc."
0006DA,ITRAN Communications Ltd.
0006CB,Jotron Electronics A/S
0006CC,"JMI Electronics Co., Ltd."
0006BB,ATI Technologies Inc.
0006C5,INNOVI Technologies Limited
0006AF,Xalted Networks
719,"Mobiis Co., Ltd."
720,Trutzschler GmbH & Co. KG
713,"IP One, Inc."
00070D,"Cisco Systems, Inc"
714,Brightcom
0006F1,Optillion
0006F0,"Digeo, Inc."
0006FB,"Hitachi Printing Solutions, Ltd."
0006EB,Global Data
0005F2,"Power R, Inc."
0005FE,Traficon N.V.
500000,Renishaw PLC
0005F8,"Real Time Access, Inc."
0005FF,"SNS Solutions, Inc."
0005DD,"Cisco Systems, Inc"
0005D9,"Techno Valley, Inc."
0005C6,Triz Communications
0005CC,"Sumtel Communications, Inc."
00044C,JENOPTIK
448,Polaroid Corporation
00043C,"SONOS Co., Ltd."
441,"Half Dome Systems, Inc."
00042F,"International Communications Products, Inc."
429,Pixord Corporation
00041C,"ipDialog, Inc."
00041D,Corega of America
416,Parks S/A Comunicacoes Digitais
410,"Spinnaker Networks, Inc."
00040F,"Asus Network Technologies, Inc."
00040A,Sage Systems
403,Nexsi Corporation
0004F8,"QUALICABLE TV Industria E Com., Ltda"
0004F2,Polycom
0004EB,"Paxonet Communications, Inc."
0004EC,Memobox SA
4000000,Banyan Network Private Limited
40,Infinior Microsystems
0004DB,Tellus Group Corp.
400,"SMC Networks, Inc."
0004D5,"Hitachi Information & Communication Engineering, Ltd."
0004CF,Seagate Technology
0004C9,"Micro Electron Co., Ltd."
487,"Cogency Semiconductor, Inc."
482,Medialogic Corp.
478,G. Star Technology Corporation
471,IPrad
00046B,"Palm Wireless, Inc."
465,i.s.t isdn-support technik GmbH
459,Veristar Corporation
00045E,PolyTrax Information Technology AG
458,"Fusion X Co., Ltd."
452,"RocketLogix, Inc."
442,NACT
0003F9,"Pleiades Communications, Inc."
300,Comspace Corporation
0003F4,NetBurner
0003F3,"Dazzle Multimedia, Inc."
0003ED,"Shinkawa Electric Co., Ltd."
30000000,Logostek Co. Ltd.
0003DF,Desana Systems
0003DB,Apogee Electronics Corp.
0003D6,"RADVision, Ltd."
0003CF,"Muxcom, Inc."
0003C8,CML Emergency Services
0003C3,Micronik Multimedia
0003C0,"RFTNC Co., Ltd."
0003BC,COT GmbH
0003B1,Hospira Inc.
0003A5,Medea Corporation
0003AA,Watlow
0003A2,Catapult Communications
397,Watchfront Limited
00039E,"Tera System Co., Ltd."
392,"Hyundai Teletek Co., Ltd."
00038F,Weinschel Corporation
00038B,"PLUS-ONE I&T, Inc."
386,"Ho Net, Inc."
00037D,Stellcom
382,"A-One Co., Ltd."
00037A,"Taiyo Yuden Co., Ltd."
376,"Graphtec Technology, Inc."
369,"Nippon Antenna Co., Ltd."
00036F,Telsey SPA
363,"Miraesys Co., Ltd."
00035E,"Metropolitan Area Networks, Inc."
357,"Intervoice-Brite, Inc."
00034C,"Shanghai DigiVision Technology Co., Ltd."
351,"Diebold, Inc."
311,"Micro Technology Co., Ltd."
00030A,Argus Technologies
305,MSC Vertriebs GmbH
0002FE,"Viditec, Inc."
0002F2,"eDevice, Inc."
0002F7,ARM
0002EC,Maschoff Design Engineering
20000,"JC HYUN Systems, Inc."
20000000,CAB GmbH & Co KG
2,ETAS GmbH
0002D9,Reliable Controls
0002D4,"PDA Peripherals, Inc."
0002D1,"Vivotek, Inc."
0002CD,"TeleDream, Inc."
349,Vidicode Datacommunicatie B.V.
340,"Floware Wireless Systems, Ltd."
8037,Ericsson Group
332,"Cisco Systems, Inc"
339,"Eurologic Systems, Ltd."
00032A,"UniData Communication Systems, Inc."
00032D,"IBASE Technology, Inc."
326,"Iwasaki Information Systems Co., Ltd."
00031D,"Taiwan Commate Computer, Inc."
318,"Cyras Systems, Inc."
0004C2,"Magnipix, Inc."
0004B6,"Stratex Networks, Inc."
0004BC,"Giantec, Inc."
0004B0,"ELESIGN Co., Ltd."
0004A9,"SandStream Technologies, Inc."
0004A8,"Broadmax Technologies, Inc."
0004A2,"L.S.I. Japan Co., Ltd."
00049B,"Cisco Systems, Inc"
00049C,"Surgient Networks, Inc."
00048F,TD Systems Corporation
488,Eurotherm Controls
281,Madge Ltd.
9064,Thomson Inc.
00027F,ask-technologies.com
00027A,IOI Technology Corporation
273,Coriolis Networks
00026E,"NeGeN Access, Inc."
263,UPS Manufacturing SRL
00025C,"SCI Systems (Kunshan) Co., Ltd."
253,"Televideo, Inc."
00024C,"SiByte, Inc."
00024E,Datacard Group
00012F,Twinhead International Corp
00023C,"Creative Technology, Ltd."
240,"Seedek Co., Ltd."
247,"Great Dragon Information Technology (Group) Co., Ltd."
243,"Raysis Co., Ltd."
239,Visicom
236,INIT GmbH
231,Ingersoll-Rand
00022A,Asound Electronic
00022D,Agere Systems
219,Paralon Technologies
186,Uwe Disch
00017B,Heidelberger Druckmaschinen AG
182,DICA TECHNOLOGIES AG
00018E,Logitec Corporation
00019B,"Kyoto Microcomputer Co., Ltd."
194,Capital Equipment Corporation
197,"Cisco Systems, Inc"
0001A3,"GENESYS LOGIC, INC."
00014E,"WIN Enterprises, Inc."
0030AC,"Systeme Lauer GmbH & Co., Ltd."
00013E,Ascom Tateco AB
145,"WINSYSTEMS, INC."
126,PAC Labs
00011A,Hoffmann und Burmeister GbR
00011D,Centillium Communications
129,DFI Inc.
107,Leiser GmbH
00010E,"Bri-Link Technologies Co., Ltd"
116,"Netspect Technologies, Inc."
103,3COM CORPORATION
00062B,INTRASERVER TECHNOLOGY
0002C1,"Innovative Electronic Designs, Inc."
0002C8,Technocom Communications Technology (pte) Ltd
0002A9,"RACOM, s.r.o."
0002B8,WHI KONSULT AB
0002AC,3PAR data
0002B1,"Anritsu, Ltd."
00029A,Storage Apps
0002A0,Flatstack Ltd.
295,IP.Access Limited
294,"Tokyo Sokushin Co., Ltd."
290,"Woorigisool, Inc."
286,Occam Networks
00028B,VDSL Systems OY
222,"Chromisys, Inc."
00021D,Data General Communication Ltd.
00020A,Gefran Spa
216,"Cisco Systems, Inc"
206,Telital R&D Denmark A/S
203,"Woonsang Telecom, Inc."
0001F7,"Image Display Systems, Inc."
0001EE,"Comtrol Europe, Ltd."
100,Ando Electric Corporation
0001F1,"Innovative Concepts, Inc."
00B06D,Jones Futurex Inc.
0030FE,DSA GmbH
00305E,Abelko Innovation
00301E,3COM EUROPE LTD.
00304D,ESI
3046,Controlled Electronic Manageme
00307B,"Cisco Systems, Inc"
0001D6,manroland AG
0001DB,Freecom Technologies GmbH
0001DE,"Trango Systems, Inc."
0001CF,"Alpha Data Parallel Systems, Ltd."
0001CB,EVR
0001C4,"NeoWave, Inc."
0001C0,"CompuLab, Ltd."
0001B9,SKF Condition Monitoring
0001B5,"Turin Networks, Inc."
00017F,Experience Music Project
00016C,FOXCONN
173,AMCC
00015C,CADANT INC.
163,"Cisco Systems, Inc"
00010A,CIS TECHNOLOGY INC.
00016F,Inkel Corp.
155,"Promise Technology, Inc."
151,Ensemble Communications
142,"Cisco Systems, Inc"
132,Dranetz - BMI
00D07D,COSINE COMMUNICATIONS
00D0CA,Intrinsyc Software International Inc.
00D058,"Cisco Systems, Inc"
00D067,CAMPIO COMMUNICATIONS
00D023,"INFORTREND TECHNOLOGY, INC."
00D02A,Voxent Systems Ltd.
00D068,IWILL CORPORATION
00D09D,VERIS INDUSTRIES
00D09A,FILANET CORPORATION
00D00A,LANACCESS TELECOM S.A.
00D04A,PRESENCE TECHNOLOGY GMBH
00D0C3,"VIVID TECHNOLOGY PTE, LTD."
00D0F8,FUJIAN STAR TERMINAL
00D096,3COM EUROPE LTD.
00D003,COMDA ENTERPRISES CORP.
00D029,WAKEFERN FOOD CORPORATION
00D0F5,"ORANGE MICRO, INC."
00D0F7,NEXT NETS CORPORATION
00D078,Eltex of Sweden AB
00D0AF,"CUTLER-HAMMER, INC."
00D026,HIRSCHMANN AUSTRIA GMBH
00D010,"CONVERGENT NETWORKS, INC."
00D074,"TAQUA SYSTEMS, INC."
00D0D5,GRUNDIG AG
00D034,ORMEC SYSTEMS CORP.
00D08C,"GENOA TECHNOLOGY, INC."
00D059,AMBIT MICROSYSTEMS CORP.
5020,"MEDIASTAR CO., LTD."
00503E,"Cisco Systems, Inc"
00D02B,"JETCELL, INC."
5017,RSR S.R.L.
00D0CC,TECHNOLOGIES LYRE INC.
00506D,VIDEOJET SYSTEMS
5077,"PROLIFIC TECHNOLOGY, INC."
0050D4,JOOHONG INFORMATION &
00505E,DIGITEK MICROLOGIC S.A.
500000000,PARADISE INNOVATIONS (ASIA)
0050B9,"XITRON TECHNOLOGIES, INC."
00D049,"IMPRESSTEK CO., LTD."
00D04D,DIV OF RESEARCH & STATISTICS
00D035,BEHAVIOR TECH. COMPUTER CORP.
00D02D,ADEMCO
00D07C,"KOYO ELECTRONICS INC. CO.,LTD."
00D05B,ACROLOOP MOTION CONTROL
00D0C6,THOMAS & BETTS CORP.
00D02E,COMMUNICATION AUTOMATION CORP.
00D0DA,"TAICOM DATA SYSTEMS CO., LTD."
00D0E8,"MAC SYSTEM CO., LTD."
00D03C,"Vieo, Inc."
00D09F,NOVTEK TEST SYSTEMS
00D07E,KEYCORP LTD.
00D0EA,"NEXTONE COMMUNICATIONS, INC."
00D020,"AIM SYSTEM, INC."
00D064,MULTITEL
00D072,BROADLOGIC
00309B,Smartware
0030AF,Honeywell GmbH
3074,EQUIINET LTD.
3090,"CYRA TECHNOLOGIES, INC."
3030,HARMONIX CORPORATION
00307C,ADID SA
3063,"SANTERA SYSTEMS, INC."
00309F,AMBER NETWORKS
0030A8,"OL'E COMMUNICATIONS, INC."
00304C,"APPIAN COMMUNICATIONS, INC."
0030EF,"NEON TECHNOLOGY, INC."
00306F,"SEYEON TECH. CO., LTD."
3031,"LIGHTWAVE COMMUNICATIONS, INC."
3035,Corning Incorporated
00302B,"INALP NETWORKS, INC."
00305F,Hasselblad
00302D,QUANTUM BRIDGE COMMUNICATIONS
3025,"CHECKOUT COMPUTER SYSTEMS, LTD"
3012,DIGITAL ENGINEERING LTD.
3077,ONPREM NETWORKS
0030D4,"AAE Systems, Inc."
00D00F,SPEECH DESIGN GMBH
00D0CF,MORETON BAY
00D073,ACN ADVANCED COMMUNICATIONS
00D030,Safetran Systems Corp
00D057,"ULTRAK, INC."
00D03B,VISION PRODUCTS PTY. LTD.
00D0BF,PIVOTAL TECHNOLOGIES
00D050,ISKRATEL
00D0CB,"DASAN CO., LTD."
00D0D3,"Cisco Systems, Inc"
00D08E,"Grass Valley, A Belden Brand"
00D0A3,"VOCAL DATA, INC."
00D0E0,DOOIN ELECTRONICS CO.
3054,"CASTLENET TECHNOLOGY, INC."
3039,SOFTBOOK PRESS
3017,BlueArc UK Ltd
3076,Akamba Corporation
00305D,"DIGITRA SYSTEMS, INC."
0030F7,RAMIX INC.
3033,"ORIENT TELECOM CO., LTD."
3083,Ivron Systems
3007,"OPTI, INC."
0030DD,INDIGITA CORPORATION
0030F2,"Cisco Systems, Inc"
3020,"TSI, Inc.."
3089,"Spectrapoint Wireless, LLC"
3022,"Fong Kai Industrial Co., Ltd."
0030F8,"Dynapro Systems, Inc."
0030C2,COMONE
3056,Beck IPC GmbH
0030D2,"WIN TECHNOLOGIES, CO., LTD."
3050,Versa Technology
0030B8,RiverDelta Networks
00904D,SPEC S.A.
9079,"ClearOne, Inc."
00908F,AUDIO CODES LTD.
0090D5,"EUPHONIX, INC."
0090A7,CLIENTEC CORPORATION
00907F,"WatchGuard Technologies, Inc."
00907E,VETRONIX CORP.
00902F,"NETCORE SYSTEMS, INC."
00900D,Overland Storage Inc.
9044,"ASSURED DIGITAL, INC."
9078,"MER TELEMANAGEMENT SOLUTIONS, LTD."
9009,"I Controls, Inc."
9015,CENTIGRAM COMMUNICATIONS CORP.
0090F3,ASPECT COMMUNICATIONS
0090A8,"NineTiles Networks, Ltd."
00507A,"XPEED, INC."
5002,OMNISEC AG
00508D,ABIT COMPUTER CORPORATION
0050CD,DIGIANSWER A/S
0050C5,"ADS Technologies, Inc"
00502F,"TollBridge Technologies, Inc."
